id_venda,id_vendedor,id_cliente,data_venda,id_produto,quantidade
143,3,193,21/10/2022,24,1
144,4,821,21/07/2022,43,7
145,4,85,15/08/2022,46,8
146,2,764,04/06/2022,13,2
147,6,622,21/10/2022,25,2
148,6,20,24/10/2022,25,2
149,7,809,23/01/2022,21,1
150,2,123,10/01/2022,4,1
151,3,313,05/12/2022,12,1
152,6,263,07/03/2022,9,1
153,1,701,24/09/2022,18,1
154,2,689,09/06/2022,21,3
155,2,624,23/05/2022,38,2
156,2,482,01/03/2022,21,3
157,1,327,23/08/2022,2,1
158,7,777,03/02/2022,24,1
159,2,98,10/01/2022,43,5
160,1,563,30/08/2022,39,4
161,7,586,08/04/2022,24,2
162,4,167,08/09/2022,24,1
163,3,117,03/04/2022,40,5
164,1,671,24/08/2022,38,8
165,7,51,07/04/2022,34,2
166,3,503,15/10/2022,31,2
167,5,795,27/12/2022,16,2
168,5,488,07/10/2022,44,2
169,2,764,05/12/2022,27,1
170,2,324,11/12/2022,12,1
171,5,408,07/04/2022,10,1
172,5,199,20/01/2022,45,8
173,3,816,09/06/2022,38,2
174,3,28,04/02/2022,20,1
175,3,786,15/06/2022,15,1
176,1,837,15/10/2022,39,4
177,2,216,06/05/2022,24,1
178,6,11,26/03/2022,16,1
179,5,870,26/07/2022,16,1
180,5,228,10/08/2022,14,1
181,6,889,06/12/2022,16,1
182,7,576,23/11/2022,3,1
183,2,860,20/10/2022,42,3
184,6,382,07/01/2022,3,1
185,4,324,26/07/2022,34,1
186,7,177,25/07/2022,31,1
187,4,539,05/01/2022,26,1
188,6,745,19/08/2022,38,8
189,7,318,22/01/2022,35,3
190,1,670,12/06/2022,13,1
191,3,112,15/02/2022,44,4
192,5,355,31/10/2022,14,1
193,2,852,01/11/2022,25,2
194,5,170,03/08/2022,3,1
195,7,315,28/02/2022,47,4
196,1,123,02/12/2022,14,1
197,5,136,07/03/2022,34,3
198,6,521,19/04/2022,29,1
199,2,864,02/12/2022,20,1
200,4,63,02/08/2022,29,3
201,6,632,28/04/2022,24,2
202,6,742,24/03/2022,34,2
203,7,466,17/11/2022,17,2
204,5,768,11/06/2022,17,1
205,4,541,13/07/2022,31,2
206,5,610,10/02/2022,15,1
207,6,443,26/06/2022,26,3
208,3,315,02/07/2022,32,2
209,1,296,27/12/2022,20,2
210,2,588,18/09/2022,42,4
211,3,557,03/01/2022,39,4
212,3,187,12/12/2022,2,1
213,3,588,24/04/2022,25,2
214,3,874,12/03/2022,23,2
215,1,885,17/06/2022,13,1
216,1,503,13/06/2022,18,1
217,2,712,13/02/2022,35,2
218,5,9,22/10/2022,22,1
219,5,690,21/04/2022,4,1
220,7,889,09/01/2022,6,1
221,1,520,06/06/2022,16,1
222,4,323,12/09/2022,14,1
223,1,814,11/08/2022,8,1
224,2,860,26/05/2022,19,1
225,6,233,30/01/2022,45,2
226,6,168,09/10/2022,28,3
227,3,928,19/10/2022,2,1
228,2,557,31/01/2022,1,1
229,4,62,17/07/2022,40,2
230,7,351,05/05/2022,20,1
231,7,632,20/02/2022,17,1
232,2,507,29/06/2022,47,6
233,7,710,01/01/2022,44,3
234,3,862,02/12/2022,19,1
235,4,383,15/06/2022,23,2
236,4,445,26/11/2022,38,8
237,6,667,28/03/2022,23,3
238,2,150,21/03/2022,7,1
239,4,577,21/08/2022,14,1
240,7,567,27/03/2022,2,1
241,2,634,26/05/2022,12,1
242,3,14,26/04/2022,15,1
243,7,125,10/02/2022,19,1
244,6,389,16/04/2022,30,1
245,7,929,19/03/2022,27,2
246,6,774,23/02/2022,19,2
247,4,247,19/02/2022,14,1
248,3,14,25/08/2022,8,1
249,7,723,13/01/2022,46,5
250,6,102,26/07/2022,24,1
251,1,612,03/11/2022,29,1
252,5,87,23/10/2022,33,3
253,4,524,17/11/2022,11,1
254,5,487,05/04/2022,1,1
255,3,104,19/01/2022,23,3
256,6,202,29/10/2022,47,3
257,5,547,03/04/2022,14,1
258,7,329,09/06/2022,15,1
259,7,18,04/12/2022,18,1
260,7,613,28/01/2022,5,1
261,2,116,05/11/2022,20,1
262,3,891,29/07/2022,41,3
263,3,729,09/04/2022,13,1
264,6,260,28/08/2022,46,4
265,3,255,01/09/2022,4,1
266,6,162,29/08/2022,45,4
267,1,762,21/08/2022,35,2
268,7,697,07/08/2022,34,2
269,2,266,20/06/2022,15,1
270,4,83,11/06/2022,22,2
271,2,649,01/04/2022,14,1
272,7,753,30/05/2022,43,3
273,4,710,24/04/2022,16,2
274,6,648,14/10/2022,14,1
275,7,898,25/12/2022,1,1
276,5,333,06/04/2022,28,3
277,6,37,26/12/2022,7,1
278,4,661,02/11/2022,4,1
279,5,904,19/12/2022,34,3
280,4,826,03/07/2022,43,2
281,1,279,27/06/2022,39,2
282,2,569,04/04/2022,44,2
283,4,884,03/08/2022,3,1
284,3,843,19/05/2022,21,2
285,7,416,05/03/2022,12,1
286,1,896,16/12/2022,10,1
287,1,231,15/03/2022,6,1
288,2,704,26/05/2022,41,4
289,5,824,15/03/2022,45,3
290,2,421,24/04/2022,40,8
291,1,635,11/10/2022,16,1
292,5,453,12/09/2022,19,1
293,4,612,18/09/2022,19,2
294,3,501,08/10/2022,7,1
295,1,651,03/05/2022,46,2
296,7,749,31/08/2022,27,1
297,6,81,07/01/2022,37,2
298,6,673,25/07/2022,41,6
299,6,670,14/01/2022,25,2
300,2,48,16/08/2022,17,1
301,3,109,18/08/2022,14,1
302,3,859,11/07/2022,12,1
303,1,5,01/03/2022,26,1
304,4,782,28/11/2022,40,7
305,1,887,20/09/2022,19,1
306,1,508,25/10/2022,35,2
307,3,899,04/12/2022,36,6
308,7,522,26/10/2022,8,1
309,4,707,23/08/2022,2,1
310,6,686,23/10/2022,24,1
311,6,798,09/06/2022,43,2
312,2,565,11/04/2022,32,1
313,1,38,08/06/2022,3,1
314,2,273,13/05/2022,4,1
315,5,84,18/06/2022,11,2
316,7,920,06/04/2022,39,5
317,4,565,15/01/2022,15,2
318,5,439,30/04/2022,31,2
319,7,409,17/01/2022,43,2
320,7,886,17/08/2022,46,2
321,2,479,06/06/2022,29,3
322,1,882,03/03/2022,43,2
323,1,775,14/04/2022,13,1
324,3,735,08/03/2022,27,3
325,2,928,20/12/2022,1,1
326,5,194,23/04/2022,11,1
327,5,869,11/09/2022,12,1
328,3,738,15/01/2022,4,1
329,4,687,08/01/2022,21,3
330,5,168,23/02/2022,1,1
331,6,333,10/12/2022,1,1
332,1,358,23/02/2022,24,3
333,4,7,03/01/2022,1,1
334,1,221,10/07/2022,8,1
335,1,833,20/08/2022,46,2
336,1,30,13/01/2022,21,3
337,3,318,06/06/2022,41,6
338,5,702,17/04/2022,2,1
339,4,675,17/02/2022,45,3
340,7,283,06/05/2022,17,1
341,5,480,19/01/2022,23,2
342,2,890,29/01/2022,7,1
343,4,282,28/06/2022,34,1
344,1,206,01/08/2022,15,1
345,7,394,25/05/2022,45,4
346,6,599,18/03/2022,30,3
347,2,772,03/08/2022,43,3
348,7,926,15/12/2022,44,5
349,3,309,17/09/2022,23,3
350,2,724,11/05/2022,42,4
351,7,790,31/05/2022,45,5
352,1,260,04/03/2022,37,5
353,6,451,12/05/2022,7,1
354,3,461,26/05/2022,21,2
355,3,110,31/05/2022,34,3
356,3,440,12/10/2022,4,1
357,2,638,17/03/2022,11,1
358,4,288,29/11/2022,24,2
359,6,266,27/06/2022,8,1
360,3,144,19/04/2022,13,1
361,2,452,12/03/2022,33,2
362,7,794,07/03/2022,4,1
363,4,858,06/02/2022,36,4
364,5,252,24/04/2022,39,5
365,7,880,16/02/2022,17,1
366,7,653,01/10/2022,32,2
367,2,903,24/01/2022,11,1
368,1,630,21/03/2022,46,5
369,1,252,02/09/2022,24,3
370,5,455,05/12/2022,5,1
371,4,260,13/07/2022,18,1
372,6,695,02/04/2022,9,1
373,7,452,25/11/2022,19,1
374,4,225,16/11/2022,36,2
375,4,463,30/08/2022,17,1
376,7,388,15/09/2022,10,1
377,5,775,16/07/2022,9,1
378,7,532,12/06/2022,38,4
379,1,119,27/04/2022,36,8
380,2,631,22/11/2022,44,3
381,1,142,15/05/2022,40,7
382,6,130,01/02/2022,41,3
383,4,195,25/01/2022,46,4
384,5,87,17/12/2022,11,1
385,6,596,13/08/2022,22,3
386,5,754,10/04/2022,43,7
387,3,680,02/05/2022,33,1
388,7,231,04/05/2022,13,2
389,2,634,12/01/2022,27,1
390,7,581,20/07/2022,14,1
391,3,755,25/09/2022,46,2
392,4,174,08/04/2022,16,1
393,7,88,06/08/2022,22,2
394,7,289,16/04/2022,17,1
395,4,109,03/12/2022,10,1
396,5,101,30/08/2022,4,1
397,3,80,21/08/2022,7,1
398,6,226,13/11/2022,22,3
399,3,597,12/02/2022,26,2
400,7,850,24/12/2022,13,2
401,1,874,18/11/2022,28,1
402,7,30,27/10/2022,24,3
403,6,664,18/11/2022,41,3
404,6,829,26/04/2022,21,1
405,1,92,27/01/2022,10,1
406,5,691,01/02/2022,26,2
407,5,714,26/07/2022,4,1
408,2,23,09/04/2022,24,2
409,7,120,01/01/2022,18,1
410,1,839,02/11/2022,21,3
411,2,102,06/09/2022,32,1
412,2,750,25/12/2022,40,3
413,2,223,12/09/2022,12,1
414,6,150,01/06/2022,19,2
415,2,137,09/11/2022,38,5
416,6,843,27/07/2022,10,1
417,7,46,08/06/2022,13,1
418,3,279,03/06/2022,11,1
419,4,883,06/10/2022,29,1
420,1,410,05/07/2022,34,3
421,6,221,14/08/2022,11,1
422,3,639,28/10/2022,8,1
423,7,247,17/12/2022,20,1
424,5,505,20/09/2022,20,1
425,7,893,02/11/2022,1,1
426,3,800,04/08/2022,15,1
427,7,659,14/06/2022,15,1
428,2,301,20/02/2022,31,3
429,2,378,26/11/2022,2,1
430,4,399,19/08/2022,23,3
431,3,39,31/01/2022,4,1
432,2,423,10/03/2022,47,7
433,4,485,31/10/2022,35,1
434,5,343,17/06/2022,41,3
435,5,758,01/06/2022,21,2
436,2,538,26/04/2022,41,4
437,4,426,11/05/2022,13,1
438,5,608,09/11/2022,23,1
439,1,642,12/03/2022,8,1
440,6,608,15/12/2022,28,3
441,5,896,08/08/2022,7,1
442,2,861,14/09/2022,34,2
443,7,863,30/04/2022,21,3
444,3,200,23/07/2022,39,4
445,2,520,24/06/2022,29,1
446,2,853,01/08/2022,32,3
447,3,905,07/05/2022,22,3
448,1,74,11/12/2022,39,4
449,2,137,17/04/2022,3,1
450,3,298,28/07/2022,2,1
451,1,363,03/09/2022,23,2
452,7,429,10/02/2022,25,3
453,4,444,29/09/2022,41,2
454,1,162,23/08/2022,13,1
455,2,662,08/07/2022,4,1
456,5,488,08/03/2022,28,3
457,6,35,10/11/2022,16,1
458,1,296,07/08/2022,25,2
459,6,727,19/09/2022,3,1
460,2,414,01/02/2022,17,2
461,1,163,27/02/2022,7,1
462,5,568,27/05/2022,25,1
463,3,424,20/10/2022,35,3
464,2,800,31/10/2022,29,2
465,3,312,25/04/2022,7,1
466,5,849,21/12/2022,26,3
467,4,518,19/10/2022,1,1
468,6,435,25/07/2022,28,3
469,1,697,02/01/2022,47,5
470,3,604,15/04/2022,28,3
471,7,444,15/01/2022,35,2
472,1,211,07/09/2022,14,1
473,7,601,23/01/2022,6,1
474,3,620,11/07/2022,37,8
475,7,457,26/01/2022,43,7
476,2,5,25/12/2022,47,2
477,6,371,08/04/2022,17,1
478,6,859,02/07/2022,11,1
479,2,135,22/08/2022,35,2
480,5,303,17/03/2022,22,3
481,2,400,21/03/2022,35,2
482,3,838,14/10/2022,24,2
483,2,245,20/10/2022,47,3
484,5,598,03/09/2022,15,1
485,5,43,10/04/2022,13,1
486,5,270,13/02/2022,32,3
487,4,320,14/02/2022,8,1
488,3,554,16/07/2022,4,1
489,7,774,05/04/2022,9,1
490,6,103,06/09/2022,13,1
491,7,690,07/04/2022,19,1
492,1,870,14/01/2022,43,5
493,6,604,14/08/2022,42,8
494,7,815,25/08/2022,39,7
495,1,476,19/05/2022,47,4
496,4,856,24/04/2022,19,1
497,6,282,06/06/2022,4,1
498,7,856,24/03/2022,3,1
499,4,893,06/06/2022,33,3
500,6,889,19/10/2022,46,4
501,7,217,03/02/2022,15,1
502,3,519,17/02/2022,25,2
503,4,212,04/05/2022,13,1
504,6,781,09/08/2022,29,1
505,1,532,08/04/2022,27,1
506,1,393,20/10/2022,29,1
507,5,788,05/12/2022,27,1
508,7,464,19/04/2022,23,1
509,4,912,17/07/2022,18,1
510,4,721,08/08/2022,10,1
511,4,326,13/09/2022,21,2
512,5,694,09/12/2022,29,3
513,5,457,21/11/2022,24,1
514,4,311,25/01/2022,23,1
515,5,775,25/05/2022,17,1
516,3,355,30/11/2022,13,1
517,4,71,09/04/2022,42,3
518,6,528,28/08/2022,44,4
519,2,354,15/12/2022,16,1
520,1,904,12/08/2022,33,2
521,7,522,03/02/2022,46,4
522,1,649,27/12/2022,17,2
523,2,28,21/07/2022,6,1
524,5,565,31/07/2022,18,1
525,7,784,28/05/2022,41,6
526,2,295,04/09/2022,25,3
527,4,861,24/09/2022,28,1
528,4,915,15/09/2022,46,5
529,5,800,12/11/2022,25,2
530,3,171,18/09/2022,20,1
531,1,152,07/07/2022,38,8
532,6,272,25/12/2022,22,3
533,5,407,23/03/2022,3,1
534,1,833,18/09/2022,2,1
535,6,417,28/11/2022,10,1
536,1,94,05/10/2022,35,2
537,3,426,06/05/2022,18,1
538,7,14,18/03/2022,35,3
539,7,148,15/09/2022,26,1
540,4,159,22/10/2022,16,1
541,3,884,28/09/2022,27,2
542,5,111,20/02/2022,34,1
543,4,5,07/05/2022,12,1
544,1,52,17/08/2022,43,2
545,6,283,02/12/2022,30,2
546,6,900,04/02/2022,23,1
547,5,184,10/12/2022,46,5
548,4,84,09/09/2022,41,3
549,3,7,20/05/2022,34,1
550,7,790,13/02/2022,20,1
551,5,796,07/05/2022,14,1
552,4,512,29/05/2022,9,1
553,7,653,10/09/2022,23,1
554,4,396,20/05/2022,15,1
555,5,301,12/03/2022,4,1
556,1,132,07/10/2022,29,2
557,4,829,13/06/2022,16,1
558,5,187,07/05/2022,15,1
559,2,32,29/06/2022,42,4
560,7,119,22/12/2022,33,1
561,7,441,16/12/2022,35,1
562,5,112,05/12/2022,46,3
563,5,580,07/08/2022,9,1
564,7,804,13/07/2022,16,1
565,5,714,18/01/2022,4,1
566,7,334,24/02/2022,36,8
567,5,672,30/08/2022,35,3
568,7,473,17/02/2022,38,6
569,6,168,05/04/2022,9,1
570,1,918,22/02/2022,36,8
571,7,574,20/06/2022,24,1
572,5,874,21/02/2022,9,1
573,6,884,10/09/2022,22,1
574,5,225,01/03/2022,14,1
575,4,22,12/08/2022,4,1
576,3,273,17/10/2022,35,1
577,3,307,14/08/2022,20,2
578,3,98,09/12/2022,32,3
579,5,848,27/10/2022,11,1
580,2,633,20/04/2022,13,1
581,3,495,16/06/2022,18,1
582,2,351,25/06/2022,23,2
583,7,678,11/05/2022,28,1
584,4,234,09/09/2022,47,4
585,2,734,23/03/2022,8,1
586,2,687,05/07/2022,44,3
587,6,322,17/10/2022,29,3
588,6,879,16/05/2022,24,3
589,4,494,23/05/2022,5,1
590,4,607,20/03/2022,32,3
591,5,385,10/10/2022,26,3
592,4,169,06/03/2022,43,4
593,2,296,08/01/2022,26,1
594,3,703,07/01/2022,27,2
595,3,256,01/12/2022,32,3
596,5,295,04/03/2022,32,1
597,7,838,12/12/2022,4,1
598,4,521,18/04/2022,5,1
599,3,131,27/03/2022,4,1
600,2,274,05/01/2022,13,2
601,7,513,25/05/2022,37,3
602,2,873,14/12/2022,6,1
603,3,738,07/02/2022,20,2
604,2,850,08/04/2022,4,1
605,6,424,05/07/2022,21,1
606,7,729,10/11/2022,47,5
607,3,790,02/08/2022,12,2
608,6,39,17/12/2022,30,1
609,2,691,15/06/2022,14,1
610,2,541,17/11/2022,45,2
611,1,31,17/07/2022,20,1
612,5,441,11/12/2022,36,3
613,6,662,26/09/2022,46,6
614,2,142,12/12/2022,15,1
615,1,709,17/12/2022,26,3
616,1,188,12/04/2022,20,1
617,5,455,20/02/2022,9,1
618,6,488,25/11/2022,10,1
619,4,350,18/04/2022,43,3
620,2,42,23/12/2022,37,8
621,5,509,07/02/2022,38,4
622,7,501,17/05/2022,8,1
623,3,523,20/12/2022,29,1
624,5,427,27/09/2022,23,2
625,6,875,13/10/2022,14,1
626,3,864,29/04/2022,7,1
627,6,646,22/06/2022,24,2
628,5,700,03/02/2022,28,2
629,2,270,10/08/2022,22,1
630,5,144,07/07/2022,39,2
631,5,784,25/04/2022,18,1
632,1,910,03/02/2022,35,2
633,1,791,16/01/2022,21,1
634,5,170,19/07/2022,41,2
635,7,643,09/02/2022,22,2
636,2,98,16/10/2022,11,2
637,2,517,20/07/2022,7,1
638,2,757,18/07/2022,41,2
639,7,909,07/11/2022,27,1
640,6,909,05/09/2022,45,3
641,3,425,14/08/2022,36,8
642,7,912,23/03/2022,46,2
643,3,380,24/03/2022,33,3
644,4,558,18/09/2022,11,1
645,6,281,17/04/2022,41,3
646,4,100,19/09/2022,13,1
647,5,625,04/03/2022,37,3
648,5,418,14/06/2022,10,1
649,3,581,08/10/2022,2,1
650,5,802,21/10/2022,18,1
651,6,185,05/08/2022,46,3
652,2,399,29/01/2022,13,1
653,4,165,26/05/2022,40,7
654,6,269,23/11/2022,47,4
655,6,534,17/01/2022,20,1
656,3,239,05/02/2022,42,8
657,2,579,21/10/2022,7,1
658,5,473,09/11/2022,10,1
659,6,21,16/02/2022,30,2
660,4,349,30/11/2022,17,1
661,6,804,21/03/2022,16,1
662,3,291,02/03/2022,14,1
663,5,636,13/06/2022,26,3
664,2,790,10/03/2022,38,4
665,3,11,31/07/2022,28,3
666,5,574,25/08/2022,46,2
667,4,634,16/09/2022,29,3
668,3,631,11/09/2022,6,1
669,5,567,06/11/2022,38,2
670,3,190,11/12/2022,29,1
671,3,902,23/08/2022,3,1
672,5,35,08/10/2022,23,1
673,2,850,20/11/2022,19,1
674,4,601,19/09/2022,9,1
675,5,464,11/06/2022,12,1
676,3,543,27/03/2022,26,3
677,3,930,20/07/2022,37,3
678,1,432,27/03/2022,6,1
679,4,189,05/09/2022,11,1
680,6,409,12/03/2022,25,3
681,7,826,19/05/2022,34,3
682,1,908,25/11/2022,3,1
683,6,573,30/03/2022,34,1
684,2,708,29/07/2022,3,1
