id_venda,id_vendedor,id_cliente,data_venda,id_produto,quantidade
63,3,111,30/01/2021,20,1
64,6,352,01/05/2021,2,1
65,1,652,20/08/2021,30,2
66,1,268,17/02/2021,14,1
67,5,912,27/07/2021,8,1
68,6,122,24/07/2021,3,1
69,1,4,02/11/2021,11,1
70,6,710,04/09/2021,25,2
71,7,102,27/04/2021,3,1
72,2,726,28/09/2021,33,1
73,6,913,28/03/2021,17,1
74,2,210,02/08/2021,30,1
75,2,131,31/08/2021,45,5
76,5,97,05/05/2021,21,1
77,6,548,25/05/2021,32,1
78,3,63,06/05/2021,38,8
79,1,259,17/11/2021,5,1
80,4,888,15/11/2021,37,5
81,1,503,22/05/2021,3,1
82,4,254,24/09/2021,14,1
83,2,127,21/01/2021,22,3
84,3,414,18/06/2021,12,1
85,5,822,09/09/2021,34,3
86,6,376,19/04/2021,8,1
87,2,301,03/12/2021,4,1
88,7,343,17/09/2021,30,3
89,1,134,14/08/2021,45,2
90,4,814,28/01/2021,33,2
91,5,687,24/03/2021,40,2
92,7,554,09/12/2021,26,3
93,1,74,16/04/2021,21,2
94,4,42,23/02/2021,8,1
95,6,911,19/10/2021,21,3
96,5,362,04/05/2021,22,2
97,1,909,02/07/2021,5,1
98,6,300,23/03/2021,46,2
99,1,297,15/09/2021,11,2
100,2,321,09/06/2021,20,1
101,7,777,29/10/2021,8,1
102,7,880,19/07/2021,26,1
103,6,139,19/05/2021,35,2
104,3,808,13/12/2021,43,7
105,7,131,17/11/2021,15,1
106,6,382,19/11/2021,13,1
107,5,57,05/05/2021,44,3
108,5,903,21/04/2021,7,1
109,3,565,18/08/2021,30,3
110,7,712,05/09/2021,26,1
111,1,502,01/04/2021,11,1
112,2,620,08/03/2021,1,1
113,6,357,04/04/2021,40,7
114,3,459,23/06/2021,25,2
115,4,818,11/04/2021,26,3
116,3,274,18/02/2021,6,1
117,2,741,22/02/2021,4,1
118,6,909,13/11/2021,2,1
119,2,741,07/03/2021,34,1
120,3,665,08/12/2021,30,2
121,5,12,14/11/2021,26,1
122,1,79,23/09/2021,16,2
123,5,673,21/12/2021,8,1
124,3,95,29/06/2021,34,3
125,7,394,19/09/2021,22,3
126,7,438,15/05/2021,9,1
127,4,4,22/02/2021,18,1
128,4,283,13/01/2021,21,3
129,7,427,05/08/2021,14,1
130,7,104,25/07/2021,9,1
131,5,791,25/07/2021,28,3
132,2,225,07/09/2021,7,1
133,6,341,22/09/2021,18,1
134,6,163,30/11/2021,23,2
135,7,168,30/12/2021,39,7
136,6,700,21/09/2021,19,1
137,5,791,10/09/2021,38,2
138,7,581,03/05/2021,38,3
139,4,567,02/11/2021,17,1
140,4,202,04/04/2021,29,1
141,2,38,29/03/2021,18,1
142,3,797,26/03/2021,39,3
143,6,1,18/07/2021,40,8
144,5,146,12/05/2021,34,1
145,7,663,19/07/2021,30,3
146,5,759,30/12/2021,30,3
147,5,701,17/08/2021,32,3
148,4,800,25/11/2021,36,3
149,2,604,10/10/2021,15,1
150,2,799,10/08/2021,28,1
151,2,739,09/01/2021,45,7
152,7,258,15/09/2021,42,5
153,4,442,04/06/2021,23,1
154,1,900,19/08/2021,5,1
155,1,117,16/11/2021,10,1
156,2,604,19/01/2021,18,1
157,7,626,29/06/2021,25,3
158,1,193,02/10/2021,1,1
159,5,106,02/04/2021,12,1
160,1,519,07/03/2021,23,1
161,3,68,17/04/2021,2,1
162,7,520,02/10/2021,14,1
163,1,182,08/03/2021,2,1
164,6,606,23/09/2021,6,1
165,4,701,01/03/2021,47,7
166,5,900,27/11/2021,14,1
167,1,758,26/08/2021,41,2
168,1,557,27/05/2021,3,1
169,1,317,08/11/2021,6,1
170,3,605,03/11/2021,13,1
171,5,567,14/03/2021,43,4
172,4,525,18/05/2021,2,1
173,2,121,01/05/2021,37,3
174,1,17,07/07/2021,9,1
175,6,332,01/01/2021,11,1
176,7,3,14/11/2021,30,2
177,2,920,13/09/2021,39,7
178,2,430,29/10/2021,35,2
179,1,8,06/04/2021,13,1
180,3,447,13/02/2021,23,2
181,3,125,20/03/2021,15,1
182,7,799,11/11/2021,8,1
183,6,726,17/03/2021,5,1
184,6,302,11/04/2021,42,2
185,6,446,22/11/2021,29,3
186,4,141,07/05/2021,21,1
187,3,720,18/02/2021,6,1
188,3,793,05/05/2021,22,1
189,4,540,26/05/2021,11,1
190,7,241,28/06/2021,14,1
191,2,304,28/02/2021,32,3
192,5,3,05/09/2021,7,1
193,1,748,04/09/2021,36,2
194,5,815,07/10/2021,32,3
195,7,843,05/02/2021,4,1
196,1,885,09/12/2021,12,1
197,5,893,24/05/2021,1,1
198,7,596,16/11/2021,46,2
199,6,114,28/11/2021,45,2
200,5,182,23/07/2021,37,6
201,5,915,14/06/2021,45,3
202,6,568,12/01/2021,22,1
203,7,707,31/08/2021,35,2
204,7,844,07/05/2021,32,3
205,5,860,22/10/2021,2,1
206,4,772,17/08/2021,15,1
207,2,576,24/11/2021,11,1
208,6,430,21/01/2021,22,2
209,5,809,09/01/2021,39,4
210,7,911,23/04/2021,47,5
211,4,631,28/07/2021,6,1
212,2,123,29/05/2021,6,1
213,3,713,25/06/2021,45,6
214,3,578,30/07/2021,16,1
215,1,479,18/12/2021,15,2
216,1,723,19/04/2021,46,4
217,3,218,06/12/2021,26,3
218,4,89,25/12/2021,10,1
219,2,82,09/09/2021,42,8
220,1,771,27/01/2021,2,1
221,2,401,05/08/2021,3,1
222,4,612,24/05/2021,35,2
223,3,409,10/01/2021,38,8
224,4,744,05/02/2021,36,2
225,5,122,11/01/2021,30,3
226,1,756,14/04/2021,8,1
227,7,343,01/09/2021,27,2
228,7,615,03/11/2021,32,2
229,1,172,30/12/2021,16,1
230,6,282,15/03/2021,46,6
231,7,358,04/10/2021,36,4
232,6,643,16/08/2021,36,5
233,5,178,08/01/2021,26,1
234,6,715,20/04/2021,32,2
235,2,849,17/04/2021,15,1
236,4,72,22/05/2021,31,2
237,2,813,17/03/2021,45,3
238,2,221,28/04/2021,42,3
239,6,225,27/11/2021,46,3
240,7,133,17/03/2021,6,1
241,5,782,10/06/2021,5,1
242,6,66,16/11/2021,6,1
243,6,457,18/09/2021,28,2
244,1,291,24/02/2021,46,4
245,5,363,21/11/2021,26,1
246,3,47,26/07/2021,17,1
247,7,310,10/09/2021,4,1
248,5,365,06/06/2021,11,1
249,6,92,13/08/2021,33,1
250,3,878,20/11/2021,15,1
251,2,604,11/07/2021,32,2
252,4,294,05/06/2021,12,1
253,2,867,21/06/2021,19,2
254,2,61,28/12/2021,4,1
255,5,836,26/07/2021,47,5
256,7,18,17/12/2021,16,2
257,5,502,07/02/2021,7,1
258,1,520,08/08/2021,1,1
259,7,121,04/01/2021,8,1
260,4,871,20/09/2021,13,2
261,5,93,25/11/2021,40,4
262,3,772,27/04/2021,23,1
263,3,741,15/04/2021,9,1
264,2,313,05/07/2021,31,2
265,1,835,15/10/2021,19,1
266,1,747,11/11/2021,7,1
267,5,188,12/09/2021,1,1
268,6,829,27/11/2021,15,1
269,1,841,01/10/2021,30,2
270,7,41,20/02/2021,24,2
271,1,514,19/05/2021,2,1
272,6,886,28/08/2021,36,2
273,4,170,21/03/2021,42,5
274,1,807,15/06/2021,31,3
275,3,418,15/01/2021,40,7
276,3,677,10/12/2021,42,3
277,5,715,04/04/2021,41,5
278,1,699,19/07/2021,24,1
279,4,780,31/01/2021,26,3
280,1,767,23/02/2021,38,4
281,5,502,28/04/2021,10,1
282,3,575,11/01/2021,6,1
283,1,829,05/11/2021,23,1
284,5,196,08/09/2021,36,3
285,2,536,08/03/2021,17,1
286,6,537,27/09/2021,6,1
287,2,260,04/04/2021,42,7
288,2,871,13/04/2021,19,1
289,1,332,02/03/2021,2,1
290,7,647,11/07/2021,37,4
291,3,816,18/06/2021,3,1
292,7,485,12/05/2021,15,1
293,2,195,25/04/2021,7,1
294,1,762,13/08/2021,40,7
295,2,216,02/09/2021,31,3
296,1,502,29/03/2021,5,1
297,2,631,12/10/2021,7,1
298,2,675,15/08/2021,42,3
299,7,803,30/01/2021,26,2
300,6,761,29/07/2021,8,1
301,5,148,07/09/2021,34,1
302,5,373,09/09/2021,1,1
303,6,775,29/10/2021,39,2
304,1,188,28/04/2021,8,1
305,6,235,10/01/2021,15,1
306,3,859,18/02/2021,29,2
307,1,419,03/07/2021,25,3
308,1,601,04/10/2021,41,3
309,3,509,01/09/2021,33,1
310,1,57,16/03/2021,12,2
311,4,576,03/06/2021,1,1
312,1,317,08/08/2021,21,3
313,3,625,06/08/2021,7,1
314,2,849,18/01/2021,17,2
315,4,871,29/12/2021,28,1
316,3,867,30/01/2021,8,1
317,3,906,27/11/2021,24,1
318,5,817,25/11/2021,28,1
319,5,392,04/04/2021,2,1
320,1,320,24/05/2021,24,3
321,2,300,04/08/2021,47,3
322,2,432,26/05/2021,16,1
323,3,389,09/07/2021,13,1
324,3,727,07/12/2021,21,1
325,7,859,02/06/2021,22,2
326,4,130,23/03/2021,36,3
327,3,560,17/07/2021,36,3
328,2,624,11/08/2021,8,1
329,3,845,25/09/2021,17,1
330,5,248,01/02/2021,46,2
331,3,740,04/01/2021,16,1
332,6,240,17/11/2021,12,1
333,1,144,24/07/2021,24,2
334,7,208,04/11/2021,2,1
335,2,671,18/02/2021,4,1
336,3,209,19/05/2021,19,1
337,7,163,15/08/2021,20,1
338,3,336,06/05/2021,46,2
339,4,366,04/02/2021,11,1
340,1,613,02/11/2021,18,2
341,6,567,13/08/2021,21,2
342,6,263,03/10/2021,6,1
343,1,108,28/05/2021,43,4
344,3,580,11/12/2021,35,2
345,3,349,27/07/2021,15,2
346,4,51,05/03/2021,41,2
347,4,755,23/06/2021,23,1
348,7,26,24/07/2021,25,1
349,1,147,30/06/2021,33,1
350,6,523,15/04/2021,33,1
351,5,303,23/11/2021,47,5
352,6,590,06/07/2021,31,1
353,3,367,09/04/2021,34,2
354,4,911,27/08/2021,27,3
355,3,347,14/10/2021,28,2
356,3,484,31/01/2021,12,2
357,3,146,22/05/2021,22,1
358,5,426,30/06/2021,30,2
359,6,256,14/02/2021,16,1
360,6,918,08/07/2021,25,1
361,1,866,28/11/2021,20,1
362,6,615,11/10/2021,32,3
363,3,85,07/05/2021,24,3
364,5,156,29/09/2021,46,7
365,7,19,14/12/2021,14,1
366,4,647,09/03/2021,36,3
367,3,108,28/01/2021,39,3
368,1,359,11/08/2021,25,3
369,4,133,11/02/2021,6,1
370,3,791,04/01/2021,28,2
371,3,158,05/09/2021,25,3
372,5,548,28/07/2021,47,7
373,7,475,01/01/2021,26,2
374,2,819,13/08/2021,16,1
375,2,716,13/03/2021,44,2
376,3,3,02/12/2021,39,5
377,4,146,03/02/2021,45,4
378,7,196,13/07/2021,47,4
379,5,695,29/05/2021,40,8
380,4,209,14/04/2021,39,4
381,1,272,13/04/2021,30,1
382,2,171,08/02/2021,44,3
383,1,403,02/06/2021,34,1
384,1,539,28/11/2021,39,2
385,7,467,08/08/2021,42,2
386,2,750,08/05/2021,43,3
387,2,900,30/10/2021,19,1
388,1,500,13/06/2021,25,2
389,7,586,28/09/2021,7,1
390,5,604,30/06/2021,14,1
391,5,429,06/01/2021,21,2
392,7,582,07/05/2021,32,3
393,3,178,08/03/2021,15,2
394,2,598,08/07/2021,33,3
395,4,250,06/07/2021,44,6
396,3,324,14/10/2021,10,1
397,7,377,09/09/2021,13,1
398,3,332,14/10/2021,35,2
399,7,400,30/03/2021,20,1
400,7,115,30/06/2021,17,1
401,1,174,13/12/2021,33,1
402,2,425,21/12/2021,19,1
403,3,528,15/08/2021,28,2
404,5,661,11/04/2021,39,2
405,6,609,28/09/2021,43,8
406,6,393,26/06/2021,1,1
407,7,425,22/07/2021,23,2
408,2,326,18/05/2021,33,2
409,3,698,27/06/2021,18,1
410,5,557,16/01/2021,43,7
411,6,905,03/06/2021,46,5
412,5,144,23/07/2021,44,3
413,1,697,02/08/2021,40,4
414,7,607,29/10/2021,21,1
415,7,524,27/10/2021,47,3
416,3,754,12/08/2021,1,1
417,3,820,05/06/2021,21,2
418,2,460,01/11/2021,12,2
