id_venda,id_vendedor,id_cliente,data_venda,id_produto,quantidade
75,4,308,30/06/2023,43,3
76,3,238,21/07/2023,10,1
77,5,804,10/06/2023,9,1
78,5,887,26/02/2023,27,3
79,6,198,31/03/2023,47,4
80,3,654,02/02/2023,1,1
81,3,196,23/12/2023,42,4
82,5,36,10/05/2023,37,4
83,2,643,14/02/2023,34,2
84,4,647,07/12/2023,11,1
85,6,451,07/12/2023,24,3
86,7,175,31/03/2023,41,4
87,5,71,02/06/2023,47,7
88,1,460,25/09/2023,29,3
89,4,873,08/12/2023,1,1
90,4,464,13/08/2023,11,1
91,7,810,14/04/2023,40,4
92,6,571,24/02/2023,45,5
93,4,394,06/03/2023,7,1
94,5,390,16/01/2023,19,1
95,4,893,15/05/2023,24,1
96,7,894,23/02/2023,30,3
97,1,567,14/04/2023,39,8
98,6,133,21/05/2023,37,4
99,6,243,19/12/2023,15,1
100,5,545,06/12/2023,28,3
101,7,749,17/07/2023,29,2
102,3,475,28/01/2023,42,4
103,5,513,02/10/2023,28,1
104,3,932,10/09/2023,18,1
105,1,339,15/12/2023,26,2
106,1,554,28/04/2023,28,2
107,6,66,27/05/2023,4,1
108,1,336,09/03/2023,30,2
109,5,730,16/11/2023,29,3
110,7,525,26/01/2023,24,3
111,1,99,15/09/2023,30,1
112,2,437,20/10/2023,3,1
113,4,456,05/10/2023,30,2
114,6,605,02/08/2023,33,3
115,5,276,19/02/2023,38,3
116,5,545,19/12/2023,44,5
117,1,230,22/03/2023,9,1
118,4,859,12/04/2023,23,2
119,6,905,24/02/2023,33,3
120,6,581,18/04/2023,35,2
121,6,541,17/05/2023,46,8
122,7,49,12/11/2023,27,2
123,1,899,06/04/2023,42,5
124,3,774,01/03/2023,33,3
125,5,271,30/08/2023,47,5
126,3,505,14/02/2023,41,2
127,1,269,18/01/2023,4,1
128,6,312,29/03/2023,42,7
129,4,197,03/04/2023,18,2
130,5,819,05/11/2023,10,1
131,5,516,03/04/2023,46,6
132,7,131,26/01/2023,40,3
133,2,515,22/07/2023,10,1
134,3,757,04/12/2023,25,3
135,5,751,06/01/2023,17,1
136,6,52,12/03/2023,36,2
137,5,474,25/10/2023,33,3
138,5,375,28/03/2023,6,1
139,1,413,21/08/2023,41,2
140,5,768,22/12/2023,15,1
141,5,561,17/05/2023,38,5
142,2,182,15/10/2023,21,1
143,5,491,11/05/2023,1,1
144,4,158,20/04/2023,23,1
145,4,222,23/04/2023,2,1
146,4,630,26/01/2023,19,2
147,7,293,29/10/2023,24,2
148,1,50,19/02/2023,7,1
149,6,640,24/08/2023,23,1
150,7,859,23/09/2023,15,1
151,3,566,15/12/2023,29,1
152,2,188,07/08/2023,5,1
153,5,846,17/11/2023,16,1
154,2,547,18/05/2023,31,2
155,5,851,25/11/2023,40,4
156,7,208,07/06/2023,27,2
157,4,23,11/03/2023,6,1
158,5,665,08/11/2023,34,1
159,7,582,02/07/2023,44,4
160,7,5,21/12/2023,7,1
161,1,373,06/12/2023,6,1
162,1,641,26/05/2023,5,1
163,7,288,09/06/2023,20,1
164,1,757,10/09/2023,6,1
165,4,578,26/03/2023,17,2
166,3,569,10/05/2023,31,2
167,3,111,25/06/2023,21,1
168,6,590,09/04/2023,9,1
169,3,41,01/12/2023,12,1
170,1,768,11/11/2023,43,3
171,6,274,08/08/2023,20,1
172,5,270,28/04/2023,11,1
173,1,196,03/12/2023,9,1
174,4,233,28/02/2023,6,1
175,3,501,16/08/2023,35,3
176,5,328,20/03/2023,41,4
177,4,689,05/08/2023,31,1
178,2,613,29/12/2023,26,2
179,5,504,31/08/2023,36,7
180,2,805,14/12/2023,34,2
181,2,94,27/10/2023,44,5
182,4,570,15/12/2023,24,3
183,2,847,19/04/2023,8,1
184,5,74,18/07/2023,6,1
185,4,392,25/01/2023,32,1
186,5,185,29/03/2023,25,3
187,5,854,26/06/2023,34,2
188,5,502,16/05/2023,7,1
189,7,922,15/08/2023,36,7
190,7,321,07/10/2023,14,1
191,6,401,18/02/2023,34,2
192,4,32,04/11/2023,15,1
193,1,213,26/07/2023,24,2
194,7,116,23/11/2023,27,2
195,5,720,27/11/2023,40,3
196,1,321,24/05/2023,36,3
197,6,667,18/07/2023,35,1
198,2,881,24/02/2023,24,3
199,6,419,27/05/2023,1,1
200,1,512,10/06/2023,33,1
201,3,20,16/07/2023,25,2
202,7,511,14/09/2023,24,1
203,7,102,02/08/2023,19,1
204,3,559,25/02/2023,44,4
205,7,719,06/04/2023,38,6
206,2,719,04/08/2023,37,6
207,7,835,18/04/2023,6,1
208,6,182,06/03/2023,43,7
209,6,557,13/02/2023,16,1
210,1,724,13/08/2023,11,1
211,1,21,22/10/2023,1,1
212,5,143,29/10/2023,44,2
213,6,563,20/08/2023,45,5
214,3,887,26/05/2023,11,1
215,7,83,11/04/2023,6,1
216,1,43,08/07/2023,38,8
217,7,843,01/10/2023,1,1
218,1,520,16/12/2023,33,3
219,1,608,27/02/2023,2,1
220,1,888,17/02/2023,29,3
221,6,673,03/11/2023,29,1
222,7,696,30/06/2023,4,1
223,3,135,07/09/2023,41,4
224,1,704,03/11/2023,20,1
225,3,926,17/10/2023,5,1
226,3,829,12/02/2023,6,1
227,1,754,27/12/2023,23,3
228,7,630,12/09/2023,7,1
229,7,567,25/06/2023,4,1
230,1,749,20/04/2023,15,1
231,7,519,10/05/2023,13,2
232,3,781,24/10/2023,18,2
233,5,892,02/03/2023,29,2
234,6,28,08/01/2023,18,1
235,2,927,25/09/2023,9,1
236,4,866,24/07/2023,2,1
237,7,559,30/05/2023,31,1
238,3,573,30/10/2023,34,1
239,4,800,27/10/2023,36,3
240,5,143,13/10/2023,27,2
241,5,26,07/05/2023,24,3
242,5,465,27/10/2023,31,1
243,6,586,20/03/2023,10,1
244,4,701,07/12/2023,31,1
245,2,191,05/10/2023,6,1
246,3,823,15/12/2023,15,1
247,1,18,19/11/2023,12,1
248,7,693,07/12/2023,43,4
249,7,758,29/05/2023,5,1
250,7,354,26/11/2023,19,1
251,2,418,08/04/2023,42,2
252,5,897,12/04/2023,31,1
253,3,729,02/05/2023,38,2
254,3,60,01/02/2023,2,1
255,4,313,03/04/2023,3,1
256,7,778,29/01/2023,28,3
257,5,841,28/03/2023,12,1
258,2,544,13/05/2023,46,4
259,3,707,09/01/2023,20,1
260,4,886,10/06/2023,42,5
261,2,15,27/05/2023,47,2
262,5,205,18/06/2023,16,1
263,5,485,02/12/2023,19,1
264,7,107,25/08/2023,9,1
265,7,888,05/04/2023,47,4
266,4,388,30/12/2023,40,3
267,4,92,25/10/2023,5,1
268,2,633,20/07/2023,22,1
269,7,67,27/03/2023,22,3
270,3,16,11/11/2023,38,3
271,3,158,04/08/2023,35,1
272,4,587,04/06/2023,45,4
273,1,744,11/08/2023,24,1
274,6,250,03/07/2023,37,8
275,6,121,09/06/2023,8,1
276,1,259,04/08/2023,46,2
277,6,190,03/07/2023,21,1
278,4,271,22/10/2023,31,1
279,6,795,17/08/2023,23,3
280,3,290,23/08/2023,30,1
281,5,168,28/01/2023,31,2
282,5,349,25/10/2023,7,1
283,4,375,22/04/2023,26,2
284,2,549,27/09/2023,14,1
285,5,807,23/08/2023,34,2
286,4,581,18/01/2023,2,1
287,2,919,10/10/2023,22,2
288,1,798,26/03/2023,32,3
289,7,161,21/07/2023,28,2
290,6,86,10/08/2023,41,4
291,7,900,23/11/2023,12,1
292,1,124,16/07/2023,12,1
293,2,348,01/08/2023,32,1
294,3,293,27/08/2023,25,1
295,5,843,31/01/2023,43,4
296,3,345,03/07/2023,6,1
297,1,333,12/11/2023,46,3
298,3,789,16/02/2023,44,4
299,5,799,18/07/2023,3,1
300,1,41,08/10/2023,25,2
301,6,118,17/08/2023,3,1
302,2,528,15/06/2023,29,1
303,4,767,26/10/2023,47,2
304,6,525,06/12/2023,34,3
305,5,703,28/11/2023,21,2
306,3,784,17/06/2023,16,2
307,5,73,07/07/2023,22,1
308,7,584,31/07/2023,46,7
309,6,458,27/10/2023,35,2
310,4,862,02/06/2023,30,3
311,2,159,18/11/2023,41,3
312,7,713,10/05/2023,14,1
313,2,603,20/03/2023,31,3
314,2,686,07/11/2023,39,7
315,7,169,02/01/2023,38,2
316,1,717,07/08/2023,4,1
317,3,104,21/07/2023,21,3
318,3,874,05/12/2023,30,2
319,1,274,20/05/2023,44,3
320,5,22,07/10/2023,35,2
321,7,283,12/06/2023,25,1
322,6,608,21/11/2023,11,2
323,2,393,13/06/2023,24,1
324,3,535,21/07/2023,42,2
325,3,778,13/07/2023,37,4
326,5,910,28/08/2023,15,1
327,4,297,30/01/2023,34,2
328,7,271,09/06/2023,36,7
329,5,463,23/03/2023,26,2
330,1,702,08/07/2023,13,1
331,5,383,17/02/2023,26,1
332,2,148,05/04/2023,5,1
333,4,395,29/09/2023,41,3
334,4,298,12/02/2023,28,3
335,6,794,21/08/2023,13,1
336,2,653,13/01/2023,30,3
337,3,8,04/03/2023,23,3
338,5,876,14/10/2023,5,1
339,2,147,17/12/2023,40,4
340,5,705,09/10/2023,37,4
341,6,740,19/05/2023,12,1
342,6,658,15/03/2023,45,2
343,5,200,10/10/2023,24,2
344,5,684,18/08/2023,7,1
345,4,219,19/10/2023,32,2
346,4,153,11/09/2023,16,1
347,4,345,10/01/2023,44,8
348,7,131,08/07/2023,5,1
349,1,810,27/01/2023,25,3
350,6,824,29/01/2023,19,1
351,2,12,07/11/2023,36,5
352,6,561,02/04/2023,40,5
353,5,734,26/01/2023,16,1
354,6,870,10/04/2023,36,4
355,7,555,25/04/2023,31,2
356,3,155,21/07/2023,9,1
357,1,811,09/01/2023,5,1
358,4,64,05/07/2023,1,1
359,4,38,24/09/2023,17,2
360,2,109,08/09/2023,8,1
361,4,739,12/02/2023,44,8
362,5,665,24/01/2023,25,2
363,7,532,18/07/2023,19,1
364,2,245,19/01/2023,43,4
365,1,459,27/08/2023,16,1
366,7,616,24/11/2023,32,2
367,1,592,19/09/2023,29,1
368,1,328,17/03/2023,42,4
369,1,190,21/04/2023,10,1
370,1,384,29/08/2023,23,3
371,7,423,30/10/2023,43,6
372,1,735,03/12/2023,26,2
373,1,269,15/04/2023,6,1
374,1,431,14/11/2023,25,2
375,3,359,18/03/2023,12,2
376,6,440,14/02/2023,23,1
377,4,590,13/07/2023,30,2
378,3,802,22/07/2023,22,2
379,2,390,21/12/2023,41,2
380,1,594,02/07/2023,15,1
381,1,693,30/05/2023,19,2
382,2,297,03/12/2023,17,1
383,1,711,30/06/2023,17,2
384,7,421,05/06/2023,30,2
385,7,60,06/01/2023,31,3
386,1,737,10/08/2023,5,1
387,7,270,11/09/2023,40,6
388,6,451,09/01/2023,4,1
389,3,593,23/07/2023,34,1
390,5,758,21/09/2023,35,3
391,1,350,08/09/2023,3,1
392,4,904,08/08/2023,27,2
393,3,204,07/12/2023,13,1
394,1,92,22/05/2023,44,7
395,4,307,31/03/2023,17,1
396,3,566,24/07/2023,37,3
397,5,376,15/04/2023,15,1
398,5,374,14/06/2023,28,1
399,6,417,23/10/2023,45,8
400,1,314,02/11/2023,6,1
401,5,687,06/06/2023,39,8
402,3,20,02/10/2023,34,2
403,1,369,03/03/2023,29,1
404,7,333,09/04/2023,28,2
405,6,886,02/05/2023,30,1
406,6,658,22/02/2023,21,1
407,1,537,30/11/2023,11,1
408,2,158,17/08/2023,28,2
409,4,283,07/06/2023,18,1
410,5,149,28/12/2023,41,6
411,5,145,18/10/2023,19,1
412,5,508,21/06/2023,7,1
413,1,188,31/01/2023,46,7
414,3,798,27/09/2023,20,2
415,4,311,20/09/2023,4,1
416,4,830,15/01/2023,6,1
417,2,136,21/02/2023,18,2
418,3,533,12/03/2023,4,1
419,5,688,16/02/2023,23,3
420,3,690,12/05/2023,29,3
421,5,665,27/06/2023,15,2
422,7,743,25/01/2023,15,2
423,7,2,23/10/2023,33,1
424,2,134,05/04/2023,33,3
425,6,808,03/03/2023,9,1
426,5,474,24/11/2023,32,1
427,4,243,02/07/2023,41,8
428,2,193,21/02/2023,6,1
429,2,582,06/06/2023,8,1
430,6,234,22/11/2023,1,1
431,2,120,02/05/2023,25,2
432,7,530,28/05/2023,39,8
433,4,415,31/10/2023,18,1
434,4,474,28/03/2023,20,1
435,2,755,26/03/2023,1,1
436,1,408,31/08/2023,24,1
437,7,282,28/03/2023,19,1
438,4,418,06/09/2023,1,1
439,6,419,03/03/2023,42,8
440,3,177,06/01/2023,9,1
441,5,535,15/11/2023,4,1
442,7,428,07/09/2023,38,8
443,1,316,07/09/2023,5,1
444,1,884,09/08/2023,10,1
445,2,600,17/01/2023,15,1
446,6,472,27/02/2023,34,3
447,1,123,29/04/2023,16,1
448,7,615,09/04/2023,6,1
449,7,276,02/08/2023,15,1
450,2,799,24/06/2023,21,1
451,5,751,12/09/2023,43,6
452,7,473,26/05/2023,19,1
453,4,77,11/03/2023,2,1
454,2,312,10/05/2023,37,5
455,3,328,18/02/2023,1,1
456,4,225,03/01/2023,38,7
457,2,648,30/09/2023,41,3
458,1,18,16/11/2023,15,1
459,4,373,26/01/2023,30,3
460,7,458,13/05/2023,6,1
461,5,609,10/04/2023,10,1
462,4,190,11/12/2023,3,1
463,2,133,29/10/2023,7,1
464,6,251,31/10/2023,32,3
465,1,916,20/06/2023,36,3
466,5,872,15/12/2023,19,1
467,5,380,16/10/2023,6,1
468,2,203,05/09/2023,32,3
469,1,594,18/01/2023,44,6
470,3,187,30/03/2023,39,8
471,7,361,26/04/2023,26,1
472,6,908,02/10/2023,41,4
473,2,732,16/04/2023,37,2
474,5,907,17/06/2023,1,1
475,4,264,08/05/2023,38,4
476,3,520,26/05/2023,23,3
477,7,675,12/10/2023,11,1
478,6,119,01/08/2023,37,8
479,6,199,28/04/2023,11,2
480,6,334,18/04/2023,41,5
481,4,215,19/04/2023,7,1
482,7,657,27/08/2023,6,1
483,1,793,30/11/2023,1,1
484,6,592,16/07/2023,10,1
485,7,221,13/08/2023,4,1
486,3,205,13/10/2023,41,5
487,3,97,12/01/2023,17,1
488,1,531,12/07/2023,33,3
489,2,638,10/10/2023,16,1
490,1,4,20/12/2023,15,1
491,4,391,27/01/2023,23,2
492,4,260,07/08/2023,24,3
493,7,230,15/09/2023,17,1
494,2,795,15/03/2023,5,1
495,7,694,11/07/2023,43,2
496,7,582,01/12/2023,45,5
497,6,761,18/09/2023,30,2
498,4,568,16/03/2023,22,1
499,3,336,11/02/2023,29,3
500,6,623,21/09/2023,14,1
501,3,422,07/02/2023,14,2
502,3,196,03/11/2023,36,2
503,6,39,12/11/2023,25,1
504,4,745,13/06/2023,4,1
505,2,795,25/04/2023,34,1
506,4,356,06/05/2023,38,3
507,5,93,06/10/2023,36,4
508,6,842,03/11/2023,30,1
509,5,621,02/02/2023,18,1
510,6,371,15/06/2023,35,1
511,2,573,23/06/2023,34,2
512,7,147,21/09/2023,44,4
513,5,611,08/10/2023,24,2
